rank,title,author,price,format,rating,review_count,isbn10,isbn13,page_count,category,target_age_range,timestamp,asin,product_url,image_url,category_ranks
1,Guess How Much I Love You: The beloved classic and perfect Valentines gift,Sam McBratney,4.0,Board book,4.8,8774.0,,9781406358780,32,Classic Books,,2025-01-21T08:27:04.151448,1406358789,https://www.amazon.co.uk/Guess-How-Much-Love-You/dp/1406358789,https://images-eu.ssl-images-amazon.com/images/P/1406358789.01.L.jpg,1 in Fiction About Emotions & Feelings for Children | 1 in Children's Books on Emotions & Feelings | 1 in Classics for Children
2,Dear Zoo: The Lift-the-flap Preschool Classic,Rod Campbell,4.0,Board book,4.8,30600.0,1529074932,9781529074932,18,Classic Books,1-3,2025-01-21T08:27:04.155654,1529074932,https://www.amazon.co.uk/Dear-Zoo-Anniversary-Rod-Campbell/dp/1529074932,https://images-eu.ssl-images-amazon.com/images/P/1529074932.01.L.jpg,2 in Classics for Children | 2 in Children's Early Learning Books on Size & Shape | 5 in Activity Books for Children
3,The Tiger Who Came to Tea,Judith Kerr,4.0,Paperback,4.8,15655.0,0007368380,9780007215997,32,Classic Books,2-4,2025-01-21T08:27:04.160400,0007215991,https://www.amazon.co.uk/Tiger-Who-Came-Tea/dp/0007215991,https://images-eu.ssl-images-amazon.com/images/P/0007215991.01.L.jpg,2 in Children’s Daily Activity Fiction Books | 3 in Classics for Children | 8 in Activity Books for Children
4,We're Going on a Bear Hunt: The bestselling classic family favourite,Michael Rosen,4.0,Paperback,4.8,4793.0,0744523230,9780744523232,40,Classic Books,2-4,2025-01-21T08:27:04.163062,0744523230,https://www.amazon.co.uk/Were-Going-Bear-Michael-Rosen/dp/0744523230,https://images-eu.ssl-images-amazon.com/images/P/0744523230.01.L.jpg,3 in Children's Early Learning Books on Words | 4 in Classics for Children | 11 in Activity Books for Children
5,Oh Dear!: A Lift-the-flap Farm Book from the Creator of Dear Zoo,Rod Campbell,4.0,Board book,4.8,2628.0,1529097886,9781529097887,18,Classic Books,,2025-01-21T08:27:04.164972,1529097886,https://www.amazon.co.uk/Oh-Dear-Rod-Campbell/dp/1529097886,https://images-eu.ssl-images-amazon.com/images/P/1529097886.01.L.jpg,1 in Children's Books on Easter | 2 in Children's Books on Country & Farm Life | 2 in Children's Books on Farm Animals
6,"The Gruffalo (The Gruffalo, 1)",Julia Donaldson,6.49,Board book,4.9,16954.0,,9781509830398,24,Classic Books,2-4,2025-01-21T08:27:04.166667,1509830391,https://www.amazon.co.uk/Gruffalo-Julia-Donaldson/dp/1509830391,https://images-eu.ssl-images-amazon.com/images/P/1509830391.01.L.jpg,"2 in Horror & Ghost Stories for Children | 3 in Dragons, Unicorns & Mythical Creatures Tales for Children | 5 in Children's Books on Mystery & Wonders"
7,Where's Spot?: Eric Hill (Spot - Original Lift The Flap),Eric Hill,5.0,Hardcover,4.8,34165.0,0723263663,9780723263661,22,Classic Books,1-2,2025-01-21T08:27:04.168491,0723263663,https://www.amazon.co.uk/Wheres-Spot-Original-Lift-Flap/dp/0723263663,https://images-eu.ssl-images-amazon.com/images/P/0723263663.01.L.jpg,7 in Children's Books on Dogs | 7 in Classics for Children | 13 in Children's Books on Mammals
8,"The Tiger Who Came to Tea: The nation’s favourite illustrated children’s book, from the author of Mog the Forgetful Cat",Judith Kerr,3.69,Kindle Edition,4.8,15655.0,,,32,Classic Books,,2025-01-21T08:27:04.173763,B007XJ70QI,https://www.amazon.co.uk/Tiger-Who-Came-Tea-ebook/dp/B007XJ70QI,https://images-eu.ssl-images-amazon.com/images/P/B007XJ70QI.01.L.jpg,"1 in Children's Imagination & Play Literature | 1 in Children's Classic Literature | 1 in Children's Lion, Tiger & Leopard eBooks"
9,Harry Potter Children's Collection: The Complete Collection (Children's Paperback),J.K. Rowling,40.0,Paperback,4.9,36959.0,,9781408856772,3872,Classic Books,8+,2025-01-21T08:27:04.178549,1408856778,https://www.amazon.co.uk/Harry-Potter-Box-Set-Collection/dp/1408856778,https://images-eu.ssl-images-amazon.com/images/P/1408856778.01.L.jpg,2 in Chapter Books for Children | 3 in Fiction Classics for Young Adults | 3 in Fantasy Fiction About Wizards & Witches for Young Adults
10,"Fox's Socks: A Lift-the-flap Story (Tales From Acorn Wood, 1)",Julia Donaldson,4.0,Board book,4.8,6893.0,1529023475,9781529023473,12,Classic Books,1-3,2025-01-21T08:27:04.180612,1529023475,https://www.amazon.co.uk/Foxs-Socks-Anniversary-Tales-Acorn/dp/1529023475,https://images-eu.ssl-images-amazon.com/images/P/1529023475.01.L.jpg,1 in Children's Books on Fashion Crafts | 2 in Children's Books on Home | 4 in Children’s Daily Activity Fiction Books
11,"Hide-and-Seek Pig: A Lift-the-flap Story (Tales From Acorn Wood, 2)",Julia Donaldson,4.0,Board book,4.8,3976.0,1529023548,9781529023541,12,Classic Books,1-3,2025-01-21T08:27:04.182345,1529023548,https://www.amazon.co.uk/Hide-Seek-Pig-Anniversary-Tales/dp/1529023548,https://images-eu.ssl-images-amazon.com/images/P/1529023548.01.L.jpg,2 in Children's Books on Pigs | 3 in Children's Books on Farm Animals | 3 in Children's Books on Sports & the Outdoors
12,Goodnight Moon,Margaret Wise Brown,7.35,Board book,4.7,48123.0,,9781509831975,32,Classic Books,1-3,2025-01-21T08:27:04.184071,1509831975,https://www.amazon.co.uk/Goodnight-Moon-Margaret-Wise-Brown/dp/1509831975,https://images-eu.ssl-images-amazon.com/images/P/1509831975.01.L.jpg,1 in Children's Books on Rabbits | 4 in Children's Bedtime & Dream Books | 5 in Children’s Daily Activity Books
13,"Postman Bear: A Lift-the-flap Story (Tales From Acorn Wood, 3)",Julia Donaldson,4.0,Board book,4.8,3070.0,152902353X,9781529023534,12,Classic Books,1-2,2025-01-21T08:27:04.188248,152902353X,https://www.amazon.co.uk/Postman-Bear-Anniversary-Tales-Acorn/dp/152902353X,https://images-eu.ssl-images-amazon.com/images/P/152902353X.01.L.jpg,4 in Children's Books on Bears | 5 in Children's Early Learning Books on Numbers & Counting | 12 in Children's Books on Holidays & Celebrations
14,Harry Potter and the Prisoner of Azkaban (Bloomsbury Publishing),J.K. Rowling,4.0,Paperback,4.8,95870.0,1408855674,9781408855676,480,Classic Books,8+,2025-01-21T08:27:04.193728,1408855674,https://www.amazon.co.uk/Harry-Potter-Prisoner-Azkaban/dp/1408855674,https://images-eu.ssl-images-amazon.com/images/P/1408855674.01.L.jpg,3 in Chapter Books for Children | 4 in Fiction Classics for Young Adults | 5 in Fantasy Fiction About Wizards & Witches for Young Adults
15,Charlie and the Chocolate Factory,Roald Dahl,6.99,Audible Audiobook,4.7,846.0,,,,Classic Books,,2025-01-21T08:27:04.197543,B0CS4HJRRG,https://www.amazon.co.uk/Charlie-and-the-Chocolate-Factory/dp/B0CS4HJRRG,https://images-eu.ssl-images-amazon.com/images/P/B0CS4HJRRG.01.L.jpg,
16,"Rabbit's Nap: A Lift-the-flap Book (Tales From Acorn Wood, 4)",Julia Donaldson,4.0,Board book,4.8,6598.0,1529023521,9781529023527,12,Classic Books,1-2,2025-01-21T08:27:04.199219,1529023521,https://www.amazon.co.uk/Rabbits-Nap-Anniversary-Tales-Acorn/dp/1529023521,https://images-eu.ssl-images-amazon.com/images/P/1529023521.01.L.jpg,2 in Children's Books on Easter | 3 in Children's Early Learning Books on Sounds | 4 in Children's Books on Rabbits
17,We're Going on a Bear Hunt: The bestselling classic in a super-sturdy board book for babies and toddlers,Michael Rosen,7.35,Board book,4.8,4582.0,1406363073,9781406363074,36,Classic Books,1-3,2025-01-21T08:27:04.207159,1406363073,https://www.amazon.co.uk/Were-Going-Bear-Michael-Rosen/dp/1406363073,https://images-eu.ssl-images-amazon.com/images/P/1406363073.01.L.jpg,5 in Children's Early Learning Books on Words | 17 in Classics for Children | 56 in Action & Adventure for Children (Books)
18,Harry Potter and the Goblet of Fire (Bloomsbury Publishing),J.K. Rowling,4.0,Paperback,4.8,86633.0,1408855682,9781408855683,640,Classic Books,9+,2025-01-21T08:27:04.211113,1408855682,https://www.amazon.co.uk/Harry-Potter-Goblet-Fire/dp/1408855682,https://images-eu.ssl-images-amazon.com/images/P/1408855682.01.L.jpg,4 in Chapter Books for Children | 5 in Fiction Classics for Young Adults | 8 in Fantasy Fiction About Wizards & Witches for Young Adults
19,"Gruffalo, Where Are You?: A Felt Flaps Book (Gruffalo Baby, 3)",Julia Donaldson,7.99,Board book,4.8,2503.0,1529023602,9781529023602,10,Classic Books,,2025-01-21T08:27:04.214665,1529023602,https://www.amazon.co.uk/Gruffalo-Where-Are-You-Flaps/dp/1529023602,https://images-eu.ssl-images-amazon.com/images/P/1529023602.01.L.jpg,"6 in Children's Books on Rabbits | 7 in Dragons, Unicorns & Mythical Creatures Tales for Children | 13 in Children's Books on Mystery & Wonders"
20,Each Peach Pear Plum,Allan Ahlberg,6.29,Board book,4.7,4843.0,0141379529,9780141379524,34,Classic Books,1-3,2025-01-21T08:27:04.217717,0141379529,https://www.amazon.co.uk/Each-Peach-Pear-Allan-Ahlberg/dp/0141379529,https://images-eu.ssl-images-amazon.com/images/P/0141379529.01.L.jpg,"2 in Nursery Rhymes for Children (Books) | 18 in Early Reader's Rhymes, Verse & Wordplay for Children | 20 in Classics for Children"
21,Harry Potter and the Deathly Hallows (Bloomsbury Publishing),J.K. Rowling,4.0,Paperback,4.9,96647.0,1408855712,9781408855713,640,Classic Books,9+,2025-01-21T08:27:04.221158,1408855712,https://www.amazon.co.uk/Harry-Potter-Deathly-Hallows/dp/1408855712,https://images-eu.ssl-images-amazon.com/images/P/1408855712.01.L.jpg,5 in Chapter Books for Children | 6 in Fiction Classics for Young Adults | 14 in Contemporary Fantasy for Young Adults
22,"Harry Potter and the Order of the Phoenix (Harry Potter, 5)",J.K. Rowling,4.0,Paperback,4.8,85617.0,,9781408855690,816,Classic Books,9+,2025-01-21T08:27:04.223162,1408855690,https://www.amazon.co.uk/Harry-Potter-Order-Phoenix/dp/1408855690,https://images-eu.ssl-images-amazon.com/images/P/1408855690.01.L.jpg,6 in Chapter Books for Children | 7 in Fiction Classics for Young Adults | 15 in Contemporary Fantasy for Young Adults
23,"Brown Bear, Brown Bear, What Do You See?",Eric Carle,6.99,Board book,4.8,52125.0,0241137292,9780241137291,28,Classic Books,1-3,2025-01-21T08:27:04.229610,0241137292,https://www.amazon.co.uk/Brown-Bear-What-You-See/dp/0241137292,https://images-eu.ssl-images-amazon.com/images/P/0241137292.01.L.jpg,4 in Children's Early Learning Books on Colours | 5 in Children's Books on Bears | 5 in Children's Early Learning Books on Sounds
24,The Secret Seven Collection 1: Books 1-3 (Secret Seven Collections and Gift books),Enid Blyton,0.99,Kindle Edition,4.6,1590.0,,,217,Classic Books,,2025-01-21T08:27:04.231676,B07SPM1M6Y,https://www.amazon.co.uk/Secret-Seven-Collection-Books-Collections-ebook/dp/B07SPM1M6Y,https://images-eu.ssl-images-amazon.com/images/P/B07SPM1M6Y.01.L.jpg,1 in Children's Fantasy & Supernatural Mystery eBooks | 1 in Children's Detectives eBooks | 1 in Children's Mystery & Detective Adventure
25,Owl Babies: A beloved classic from the recipient of An Post Irish Book Awards’ Bob Hughes Lifetime Achievement Award,Martin Waddell,4.99,Paperback,4.8,4930.0,0744531675,9780744531671,32,Classic Books,2-4,2025-01-21T08:27:04.237110,0744531675,https://www.amazon.co.uk/Owl-Babies-Martin-Waddell/dp/0744531675,https://images-eu.ssl-images-amazon.com/images/P/0744531675.01.L.jpg,13 in Children's Books on Emotions & Feelings | 25 in Classics for Children | 43 in Children's Books on Family Life
26,"The Rupert Annual 2025: Full-colour, illustrated Annual, the perfect gift for Rupert fans of all ages. Includes a brand-new story from Stuart Trotter.",Rupert Bear,2.99,Hardcover,4.7,110.0,0008616922,9780008616922,120,Classic Books,4+,2025-01-21T08:27:04.243493,0008616922,https://www.amazon.co.uk/Rupert-Annual-2025-Full-Colour-Illustrated/dp/0008616922,https://images-eu.ssl-images-amazon.com/images/P/0008616922.01.L.jpg,2 in Animal Sciences References | 16 in Almanacs & Yearbooks (Books) | 26 in Classics for Children
27,Five-Minute Stories: 30 stories (Bumper Short Story Collections),Enid Blyton,5.5,Paperback,4.6,602.0,1444969218,9781444969214,336,Classic Books,4-6,2025-01-21T08:27:04.247003,1444969218,https://www.amazon.co.uk/Five-Minute-Tales-Bumper-Short-Collections/dp/1444969218,https://images-eu.ssl-images-amazon.com/images/P/1444969218.01.L.jpg,1 in Short Stories for Young Adults | 7 in Short Story Collections for Children | 8 in Fiction Classics for Young Adults
28,The Boy Who Grew Dragons (The Boy Who Grew Dragons 1),Andy Shepherd,7.09,Paperback,4.7,5273.0,,9781848126497,224,Classic Books,5-8,2025-01-21T08:27:04.250195,1848126492,https://www.amazon.co.uk/Boy-Who-Grew-Dragons/dp/1848126492,https://images-eu.ssl-images-amazon.com/images/P/1848126492.01.L.jpg,1 in Visionary & Metaphysical Fantasy Fiction for Children | 2 in Intermediate & Advanced Readers for Children | 4 in Fiction About Values & Virtues for Children
