rank,title,author,price,format,rating,review_count,isbn10,isbn13,page_count,category,target_age_range,timestamp,asin,product_url,image_url,category_ranks
1,Guess How Much I Love You: The beloved classic and perfect Valentines gift,Sam McBratney,2.65,Board book,4.8,8805.0,,9781406358780,32,Classic Books,,2025-02-02T16:28:57.178799,1406358789,https://www.amazon.co.uk/Guess-How-Much-Love-You/dp/1406358789,https://images-eu.ssl-images-amazon.com/images/P/1406358789.01.L.jpg,1 in Fiction About Emotions & Feelings for Children | 1 in Fiction About Family for Children | 1 in Children's Books on Family Life
2,Dear Zoo: The Lift-the-flap Preschool Classic,Rod Campbell,4.0,Board book,4.8,30622.0,1529074932,9781529074932,18,Classic Books,1-3,2025-02-02T16:28:57.181823,1529074932,https://www.amazon.co.uk/Dear-Zoo-Anniversary-Rod-Campbell/dp/1529074932,https://images-eu.ssl-images-amazon.com/images/P/1529074932.01.L.jpg,1 in Children's Early Learning Books on Size & Shape | 2 in Classics for Children | 6 in Children's Fiction Books on Animals
3,The Tiger Who Came to Tea,Judith Kerr,4.0,Paperback,4.8,15680.0,0007368380,9780007215997,32,Classic Books,2-4,2025-02-02T16:28:57.183963,0007215991,https://www.amazon.co.uk/Tiger-Who-Came-Tea/dp/0007215991,https://images-eu.ssl-images-amazon.com/images/P/0007215991.01.L.jpg,2 in Children’s Daily Activity Fiction Books | 3 in Classics for Children | 7 in Activity Books for Children
4,We're Going on a Bear Hunt: The bestselling classic family favourite,Michael Rosen,4.0,Paperback,4.8,4802.0,0744523230,9780744523232,40,Classic Books,2-4,2025-02-02T16:28:57.185637,0744523230,https://www.amazon.co.uk/Were-Going-Bear-Michael-Rosen/dp/0744523230,https://images-eu.ssl-images-amazon.com/images/P/0744523230.01.L.jpg,1 in Children's Early Learning Books on Words | 4 in Classics for Children | 10 in Activity Books for Children
5,Oh Dear!: A Lift-the-flap Farm Book from the Creator of Dear Zoo,Rod Campbell,4.0,Board book,4.8,2654.0,1529097886,9781529097887,18,Classic Books,,2025-02-02T16:28:57.187379,1529097886,https://www.amazon.co.uk/Oh-Dear-Rod-Campbell/dp/1529097886,https://images-eu.ssl-images-amazon.com/images/P/1529097886.01.L.jpg,1 in Children's Books on Easter | 3 in Children's Books on Country & Farm Life | 3 in Children's Books on Farm Animals
6,"The Gruffalo (The Gruffalo, 1)",Julia Donaldson,6.49,Board book,4.9,16980.0,,9781509830398,24,Classic Books,2-4,2025-02-02T16:28:57.189081,1509830391,https://www.amazon.co.uk/Gruffalo-Julia-Donaldson/dp/1509830391,https://images-eu.ssl-images-amazon.com/images/P/1509830391.01.L.jpg,"2 in Horror & Ghost Stories for Children | 3 in Dragons, Unicorns & Mythical Creatures Tales for Children | 6 in Poetry, Drama & Criticism"
7,Where's Spot?: Eric Hill (Spot - Original Lift The Flap),Eric Hill,5.0,Hardcover,4.8,34190.0,0723263663,9780723263661,22,Classic Books,1-2,2025-02-02T16:28:57.190774,0723263663,https://www.amazon.co.uk/Wheres-Spot-Original-Lift-Flap/dp/0723263663,https://images-eu.ssl-images-amazon.com/images/P/0723263663.01.L.jpg,7 in Classics for Children | 8 in Children's Books on Dogs | 12 in Children's Books on Mammals
8,"Fox's Socks: A Lift-the-flap Story (Tales From Acorn Wood, 1)",Julia Donaldson,4.0,Board book,4.8,6900.0,1529023475,9781529023473,12,Classic Books,1-3,2025-02-02T16:28:57.193078,1529023475,https://www.amazon.co.uk/Foxs-Socks-Anniversary-Tales-Acorn/dp/1529023475,https://images-eu.ssl-images-amazon.com/images/P/1529023475.01.L.jpg,1 in Children's Books on Home | 1 in Children's Books on Fashion Crafts | 3 in Children’s Daily Activity Fiction Books
9,"Postman Bear: A Lift-the-flap Story (Tales From Acorn Wood, 3)",Julia Donaldson,4.0,Board book,4.8,3071.0,152902353X,9781529023534,12,Classic Books,1-2,2025-02-02T16:28:57.194717,152902353X,https://www.amazon.co.uk/Postman-Bear-Anniversary-Tales-Acorn/dp/152902353X,https://images-eu.ssl-images-amazon.com/images/P/152902353X.01.L.jpg,3 in Children's Books on Bears | 3 in Children's Early Learning Books on Numbers & Counting | 4 in Children's Books on Holidays & Celebrations
10,"Over Sea, Under Stone: The Dark is Rising sequence",Susan Cooper,0.99,Kindle Edition,4.5,2237.0,,,343,Classic Books,,2025-02-02T16:28:57.196526,B0D46LMTH7,https://www.amazon.co.uk/Over-Sea-Under-Stone-sequence-ebook/dp/B0D46LMTH7,https://images-eu.ssl-images-amazon.com/images/P/B0D46LMTH7.01.L.jpg,1 in Children's Classic Literature | 2 in Children's Sword & Sorcery Fantasy eBooks | 9 in Children's Fantasy & Magic Adventure
